[2025-07-30 07:41:27] =========================================
[2025-07-30 07:44:54] ℹ️ 提取设备：mw4530r（芯片：mw4530r-v1）
[2025-07-30 07:44:54] ℹ️ 提取设备：mercury-mw4530r-v1（芯片：mw4530r-v1）
[2025-07-30 07:44:54] ℹ️ 提取设备：wzr-hp-ag300h（芯片：hp）
[2025-07-30 07:44:54] ℹ️ 提取设备：buffalo-wzr-hp-ag300h（芯片：hp）
[2025-07-30 07:44:54] ℹ️ 提取设备：dap-2660（芯片：2660）
[2025-07-30 07:44:54] ℹ️ 提取设备：dlink-dap-2660-a1（芯片：2660）
[2025-07-30 07:44:54] ℹ️ 提取设备：openmesh-mr600-v2（芯片：mr600-v2）
[2025-07-30 07:44:54] ℹ️ 提取设备：glinet-gl-s200-nor（芯片：s200）
[2025-07-30 07:44:54] ℹ️ 提取设备：ubnt-nanostation-m（芯片：m）
[2025-07-30 07:44:54] ℹ️ 提取设备：netgear-wndr3700（芯片：ath79）
[2025-07-30 07:44:55] ℹ️ 提取设备：moxa（芯片：1137c）
[2025-07-30 07:44:55] ℹ️ 提取设备：awk-1137c（芯片：1137c）
[2025-07-30 07:44:55] ℹ️ 提取设备：moxa-awk-1137c（芯片：1137c）
[2025-07-30 07:44:55] ℹ️ 提取设备：pa300（芯片：ath79）
[2025-07-30 07:44:55] ℹ️ 提取设备：plasmacloud-pa300（芯片：ath79）
[2025-07-30 07:44:55] ℹ️ 提取设备：ubnt-routerstation-pro（芯片：pro）
[2025-07-30 07:44:55] ℹ️ 提取设备：picostation（芯片：m）
[2025-07-30 07:44:55] ℹ️ 提取设备：ubnt-picostation-m（芯片：m）
[2025-07-30 07:44:55] ℹ️ 提取设备：bullet-m（芯片：ath79）
[2025-07-30 07:44:55] ℹ️ 提取设备：ubnt-bullet-m（芯片：ath79）
[2025-07-30 07:44:55] ℹ️ 提取设备：nanostation-m（芯片：ath79）
[2025-07-30 07:44:55] ℹ️ 提取设备：cp（芯片：ath79）
[2025-07-30 07:44:55] ℹ️ 提取设备：kdir-loader-device-nameuimage（芯片：ath79）
[2025-07-30 07:44:55] ℹ️ 提取设备：wnr612-v2（芯片：ath79）
[2025-07-30 07:44:55] ℹ️ 提取设备：wnr1000-v2（芯片：ath79）
[2025-07-30 07:44:55] ℹ️ 提取设备：wnr2000-v3（芯片：ath79）
[2025-07-30 07:44:56] ℹ️ 提取设备：archer-c25-v1（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：archer-c5（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：archer-c58-v1（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：archer-c59-v1（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：archer-c59-v2（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：archer-c60-v1（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：archer-c60-v2（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：archer-c7（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：archer-c7-v4（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：archer-c7-v5（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：cpe210-v2（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：cpe210-v3（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：cpe510-v2（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：deco-m4r-v1（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：deco-s4-v2（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：tl-wdr4900-v2（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：tl-wdr6500-v2（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：tl-wr1043nd-v2（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：tl-wr1043nd-v4（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：tl-wr1043n-v5（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:56] ℹ️ 提取设备：tl-wr2543n（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:57] ℹ️ 提取设备：tl-wr810n-v2（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:57] ℹ️ 提取设备：tl-wr842n-v2（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:57] ℹ️ 提取设备：tl-wr842n-v3（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:57] ℹ️ 提取设备：tl-wr902ac-v1（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:57] ℹ️ 提取设备：arguments（芯片：ath79）
[2025-07-30 07:44:57] ℹ️ 提取设备：output（芯片：ath79）
[2025-07-30 07:44:57] ℹ️ 提取设备：offset（芯片：ath79）
[2025-07-30 07:44:57] ℹ️ 提取设备：ubnt-acb-isp（芯片：qca
qca
qca
qca
qca）
[2025-07-30 07:44:57] ℹ️ 提取设备：bullet-m-xw（芯片：qca
qca
qca
qca
qca）
[2025-07-30 07:44:57] ℹ️ 提取设备：lbe-m5（芯片：qca
qca
qca
qca
qca）
[2025-07-30 07:44:57] ℹ️ 提取设备：loco-m-xw（芯片：qca
qca
qca
qca
qca）
[2025-07-30 07:44:57] ℹ️ 提取设备：nanostation-m-xw（芯片：qca
qca
qca
qca
qca）
[2025-07-30 07:44:57] ℹ️ 提取设备：ubnt-nanobeam-m5-xw（芯片：qca
qca
qca
qca
qca）
[2025-07-30 07:44:57] ℹ️ 提取设备：rocket-m（芯片：qca
qca
qca
qca
qca）
[2025-07-30 07:44:57] ℹ️ 提取设备：ubnt-unifi-ap（芯片：qca
qca
qca
qca
qca）
[2025-07-30 07:44:57] ℹ️ 提取设备：unifiac-lite（芯片：qca
qca
qca
qca
qca）
[2025-07-30 07:44:57] ℹ️ 提取设备：unifiac-pro（芯片：qca
qca
qca
qca
qca）
[2025-07-30 07:44:57] ℹ️ 提取设备：unifi-outdoor-plus（芯片：qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：uap-pro（芯片：qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：rb-2011l（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：rb-2011il（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：rb-2011ils（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：rb-493g（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：rb-750-r2（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：rb-911-2hn（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：rb-911-5hn（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：rb-912uag-2hpnd（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：rb-921gs-5hpacd-r2（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：rb-922uags-5hpacd（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：rb-951g-2hnd（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：rb-951ui-2hnd（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：rb-951ui-2nd（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：rb-952ui-5ac2nd（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：rb-962uigs-5hact2hnt（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：rb-sxt5n（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：rb-wapg-5hact2hnd（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：tl-mr3040-v2（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：tl-mr3420-v2（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:58] ℹ️ 提取设备：tl-wa801nd-v3（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:59] ℹ️ 提取设备：tl-wa850re-v2（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:59] ℹ️ 提取设备：tl-wa901nd-v2（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:59] ℹ️ 提取设备：tl-wa901nd-v3（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:59] ℹ️ 提取设备：tl-wa901nd-v4（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:59] ℹ️ 提取设备：tl-wa901nd-v5（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:59] ℹ️ 提取设备：tplink-tl-wpa8630p-v2-eu（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:59] ℹ️ 提取设备：tl-wr741nd（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:59] ℹ️ 提取设备：tl-wr741nd-v4（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:59] ℹ️ 提取设备：tl-wr802n-v1（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:59] ℹ️ 提取设备：tl-wr802n-v2（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:59] ℹ️ 提取设备：tl-wr841n-v7（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:59] ℹ️ 提取设备：tl-wr841n-v8（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:59] ℹ️ 提取设备：tl-wr841n-v9（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:59] ℹ️ 提取设备：tl-wr841n-v11（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:59] ℹ️ 提取设备：tl-wr941nd-v6（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:59] ℹ️ 提取设备：tl-wr940n-v4（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:59] ℹ️ 提取设备：tl-wr940n-v6（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:59] ℹ️ 提取设备：tl-wr941nd-v5（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:44:59] ℹ️ 提取设备：dir-615-e4（芯片：qca
qca
qca）
[2025-07-30 07:45:00] ℹ️ 提取设备：dir-869-a1（芯片：qca
qca
qca）
[2025-07-30 07:45:00] ℹ️ 提取设备：hiveap-121（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:45:00] ℹ️ 提取设备：call（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:45:00] ℹ️ 提取设备：json-quote-if（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:45:00] ℹ️ 提取设备：board-name-board-name-device-name（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:45:00] ℹ️ 提取设备：tmp-word（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:45:00] ℹ️ 提取设备：1-1lzmauimage（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:45:00] ℹ️ 提取设备：campnano-duo（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:45:00] ℹ️ 提取设备：fritz300e（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:45:00] ℹ️ 提取设备：fritz4020（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca）
[2025-07-30 07:45:00] ℹ️ 提取设备：fritz450e（芯片：qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
qca
